funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
3,18,258,10.82292975,360402,8.400645264,1485284.35,none,Health,ex_bigtech,Acquisition
0,14,197,14.26911143,287159,7.544963729,266018.2219,tier2_vc,AI,first_time,Failure
3,1,121,16.75155515,597919,6.022766688,2148279.883,tier2_vc,Crypto,first_time,Acquisition
1,19,251,12.97788374,633587,6.309647232,3062887.497,none,Health,first_time,Failure
2,0,159,23.73535498,350825,14.14567255,357693.2975,none,Fintech,academic,Failure
3,15,230,39.70787802,222591,15.19987834,799245.9541,angel,Ecommerce,serial_founder,Acquisition
0,24,100,16.05113667,335688,11.75175303,257007.6251,none,Climate,academic,Acquisition
0,18,60,15.19024557,338892,59.28861651,664201.7767,tier2_vc,Climate,ex_bigtech,Failure
3,5,242,87.36720965,637827,7.997626508,353467.7164,tier2_vc,Crypto,first_time,Acquisition
1,15,181,155.5867353,310534,2.651467162,1504261.21,tier2_vc,SaaS,first_time,Acquisition
2,9,217,36.82151896,211243,23.20145954,832965.5892,none,SaaS,academic,Acquisition
2,20,37,43.74743374,130447,21.73624085,625610.9024,none,Climate,first_time,Failure
0,22,38,64.02325832,606547,10.70655,1471336.252,tier2_vc,SaaS,academic,Failure
2,17,93,13.84141517,340261,18.94721347,1331808.733,none,Ecommerce,academic,Failure
1,9,77,3.319856896,304595,15.11268449,740502.503,tier1_vc,Climate,ex_bigtech,Failure
1,22,193,6.426831923,129167,10.4131779,523068.1924,angel,Crypto,academic,Acquisition
1,0,206,91.48288875,147185,7.250326587,207404.6864,tier2_vc,AI,first_time,Failure
2,13,56,9.612387611,371531,7.41882316,522377.8365,tier1_vc,Health,first_time,Acquisition
1,4,150,6.871628673,242762,16.14827872,578991.2079,tier2_vc,Health,first_time,Failure
6,18,256,12.01278534,157387,8.028624176,186569.7131,tier2_vc,Climate,academic,Failure
2,20,291,85.57430798,38500,21.18205341,54471.24493,tier2_vc,SaaS,serial_founder,Failure
0,5,171,22.38431011,44827,7.926217453,142229.7363,none,Crypto,academic,Failure
3,11,202,53.23255227,226448,12.5599403,757079.7762,tier2_vc,Ecommerce,first_time,Failure
1,0,246,8.643509842,120913,69.15705738,128129.9278,none,AI,ex_bigtech,Failure
2,11,256,35.55233409,161440,23.03341025,637746.3186,angel,Health,ex_bigtech,Failure
1,8,211,8.626915265,507180,7.468738486,1680004.996,angel,AI,serial_founder,Acquisition
1,11,283,76.89381156,282590,13.35419631,1211213.534,tier2_vc,Fintech,first_time,Acquisition
2,0,27,43.54462839,517065,12.65363898,2403709.395,angel,SaaS,ex_bigtech,Acquisition
3,11,72,6.21384308,167678,20.19343025,225625.1791,tier2_vc,AI,ex_bigtech,Acquisition
0,21,26,57.79309448,331972,7.123606731,914473.6382,tier2_vc,Health,academic,Acquisition
0,14,226,9.085755777,285753,12.43230163,912496.7546,tier2_vc,AI,serial_founder,Failure
0,20,57,16.11892554,144445,6.048219801,460723.4353,tier1_vc,Fintech,academic,Failure
2,6,18,132.4119311,150677,16.53100998,714612.4855,tier2_vc,SaaS,academic,Failure
0,24,285,10.77479063,156459,60.42251669,338256.3515,tier2_vc,Crypto,ex_bigtech,Failure
3,20,147,28.40331372,347478,16.09978791,1420316.084,none,AI,serial_founder,Acquisition
0,2,282,15.20566623,431726,6.859153307,1244471.167,angel,Climate,academic,Failure
1,19,84,17.70807601,208575,4.224040768,933126.1273,tier2_vc,SaaS,ex_bigtech,Acquisition
2,20,48,8.277073126,223482,15.60807502,256428.4287,none,Crypto,ex_bigtech,Failure
2,17,131,1.325652528,321085,24.70818128,1126479.238,tier2_vc,Fintech,first_time,Acquisition
6,4,33,11.4058971,326845,7.838797468,598898.3639,tier1_vc,Crypto,ex_bigtech,Acquisition
1,7,241,38.17942413,602072,5.259456176,2927498.879,angel,Health,serial_founder,Acquisition
2,18,125,61.91474906,105907,11.41156966,216512.6325,tier2_vc,Fintech,serial_founder,Failure
2,12,278,33.14494289,225721,8.83627323,409322.034,tier2_vc,SaaS,first_time,Failure
0,24,112,18.10777346,203851,11.61290995,661850.2072,angel,SaaS,academic,Failure
0,6,262,78.88093155,112723,5.677537201,516288.9682,tier1_vc,Crypto,first_time,Acquisition
3,17,116,8.252160727,381847,91.11494386,838303.4642,tier2_vc,AI,ex_bigtech,Acquisition
0,13,97,7.761036427,161505,30.54201523,585662.4177,none,Fintech,first_time,Failure
5,19,110,104.6750157,158141,6.208166048,683705.0918,tier2_vc,Crypto,academic,Acquisition
2,16,252,16.67068879,146184,7.951546822,431196.2384,angel,SaaS,serial_founder,Failure
2,9,192,4.373514042,232184,8.290545846,694384.2862,tier2_vc,Crypto,academic,Failure
3,5,214,26.47840862,357026,6.284939648,1344857.267,tier2_vc,Crypto,academic,Acquisition
1,17,194,7.83347779,360766,4.349817607,888135.4995,none,Ecommerce,ex_bigtech,Failure
3,1,107,28.59355227,81608,11.82244682,334661.2384,tier1_vc,Crypto,first_time,Failure
3,18,17,11.42306765,417709,9.661016551,1868073.179,tier2_vc,Ecommerce,serial_founder,Acquisition
4,11,265,10.6477228,359359,7.572808344,1288181.232,tier2_vc,Health,first_time,Acquisition
2,24,211,21.53760177,80679,8.234199576,208267.2518,none,Crypto,first_time,Acquisition
4,7,261,16.62361753,238867,4.734822731,660515.9175,tier2_vc,SaaS,first_time,Failure
1,3,172,73.9630854,254516,17.30189447,608701.6821,tier2_vc,Climate,first_time,Failure
5,16,73,96.8774232,212839,9.568131115,413800.3383,none,AI,first_time,Failure
1,12,133,3.558478457,381273,7.111841278,1167463.309,angel,Fintech,first_time,Acquisition
3,8,76,3.851244087,225462,8.254050706,147137.6391,none,Ecommerce,first_time,Acquisition
3,19,229,68.11131011,391480,6.593456995,349751.786,angel,Health,first_time,Acquisition
2,24,235,1.560443114,339973,21.4750682,1498626.076,none,Fintech,ex_bigtech,Failure
6,11,29,47.72262845,303100,9.919422136,1064359.663,none,AI,academic,Acquisition
1,8,252,15.77643112,187048,10.32256316,525018.012,tier2_vc,Fintech,ex_bigtech,Failure
1,6,10,15.01794113,458702,24.61662274,1474524.718,none,AI,ex_bigtech,Acquisition
4,17,281,30.12138714,130928,9.781249716,635405.7974,tier2_vc,Climate,first_time,Acquisition
3,5,138,206.1144742,377475,6.5577667,735870.4488,angel,Health,ex_bigtech,Failure
2,11,277,33.84062094,243738,25.053616,205565.1707,tier2_vc,Health,first_time,Failure
3,17,299,35.7476909,232723,4.926389471,444625.1,tier2_vc,AI,first_time,Failure
2,18,15,6.125178607,436540,8.549289926,328111.2636,angel,AI,academic,Acquisition
1,16,75,63.95926525,106059,5.423258974,267885.6283,angel,Ecommerce,first_time,Acquisition
2,15,287,29.63923377,343056,28.89939731,838552.1211,tier1_vc,Ecommerce,academic,Failure
1,23,282,36.43071874,628477,10.19505782,2081303.14,none,Health,first_time,Acquisition
3,21,293,43.90764343,66963,17.24723364,230426.3811,angel,AI,first_time,Failure
0,7,81,11.92516644,314439,14.67999036,600528.7483,none,Health,serial_founder,Failure
3,4,137,2.991213856,487015,11.86773493,2081349.083,angel,Crypto,ex_bigtech,Acquisition
3,16,27,40.58376777,236094,65.73341213,886883.228,angel,Climate,ex_bigtech,Failure
3,14,114,67.14547383,40517,6.576027189,122202.6343,angel,Fintech,ex_bigtech,Failure
2,19,269,20.45053638,321009,12.13142909,1088545.795,tier2_vc,Climate,first_time,Acquisition
0,7,254,194.4966849,332801,26.70446314,747314.4559,tier2_vc,AI,academic,Acquisition
1,23,248,57.61495677,95902,18.70401523,77442.02815,angel,Ecommerce,ex_bigtech,Failure
2,21,253,8.383104781,261711,8.01024028,1137166.803,none,Health,first_time,Acquisition
3,9,100,3.651743284,219050,15.81216561,1028901.567,tier2_vc,Fintech,ex_bigtech,Failure
0,21,113,15.51557042,124761,14.08819936,292323.2815,none,SaaS,first_time,Failure
2,8,62,23.41705606,70165,7.530462472,103127.7261,none,Crypto,serial_founder,Failure
2,1,87,5.449009038,451193,17.72674736,756472.1327,tier2_vc,Fintech,academic,Failure
0,2,158,6.589037941,415686,5.587782858,1270280.995,none,SaaS,ex_bigtech,Acquisition
4,0,35,11.96413766,460738,6.946538305,2003307.034,angel,Crypto,academic,Acquisition
0,24,193,21.66304758,772764,46.06283173,3406859.733,angel,AI,serial_founder,IPO
2,21,157,42.73597749,309459,27.54914458,839801.0824,tier1_vc,Crypto,academic,Acquisition
2,11,266,16.71770863,410206,7.298197994,1970996.995,angel,Fintech,serial_founder,IPO
4,5,26,50.65561964,198381,4.333063768,142937.744,angel,Fintech,ex_bigtech,Acquisition
1,12,247,72.54689483,528660,11.66409361,1725852.089,none,Health,academic,Acquisition
2,22,157,9.502140015,200258,13.91415753,352394.2201,angel,Health,first_time,Failure
1,11,265,13.59388785,330963,13.16383336,324995.5966,none,Ecommerce,serial_founder,Failure
3,16,186,39.34779214,161103,5.402169127,157297.3534,tier2_vc,Crypto,academic,Acquisition
1,20,233,29.26575441,245213,44.77359961,159414.4852,none,Crypto,academic,Failure
1,24,51,85.87543352,470073,6.789788057,2310115.845,angel,Crypto,first_time,Acquisition
1,24,202,151.4804775,135341,30.55258845,420149.3124,tier1_vc,Crypto,first_time,Failure
1,0,37,37.11227727,457562,11.33580133,1927945.781,none,Fintech,serial_founder,Acquisition
2,23,262,17.43061369,448346,4.636704755,1443846.956,tier1_vc,AI,ex_bigtech,Acquisition
1,12,69,20.24411923,374398,13.8762206,399160.0844,angel,Crypto,ex_bigtech,Failure
2,23,157,99.45634221,325839,4.521361855,998046.6019,tier1_vc,Health,academic,Acquisition
1,7,77,37.55978892,428783,14.32848748,1582742.622,tier1_vc,AI,ex_bigtech,Failure
1,3,170,10.98429376,377048,38.5154388,1651065.413,none,Health,first_time,Acquisition
1,2,218,41.38794461,849,8.708472731,3407.188351,tier2_vc,Crypto,serial_founder,Failure
2,2,283,5.22126815,310360,27.56338849,404437.4055,tier2_vc,AI,serial_founder,Failure
1,8,212,12.51044737,249876,17.06581007,505197.7669,tier1_vc,Ecommerce,first_time,Failure
1,17,92,71.83150881,305072,31.95727262,421931.8183,none,SaaS,first_time,Acquisition
2,16,162,35.99991442,339908,3.577515816,896080.9693,tier2_vc,Crypto,ex_bigtech,Acquisition
1,18,195,13.93011996,299687,8.051402944,1394837.564,tier2_vc,Health,first_time,Failure
3,8,106,3.668742024,160316,21.78575579,595773.1262,angel,Climate,academic,Failure
3,10,114,2.146164518,428808,5.403892846,1745950.73,angel,AI,first_time,Acquisition
2,2,128,84.24448033,379237,5.210427961,1464999.552,none,Climate,first_time,Acquisition
2,17,221,15.11355875,193351,18.09407688,498119.1308,angel,Climate,academic,Failure
3,3,174,32.37412295,186577,19.68956199,562306.7633,tier2_vc,Health,first_time,Failure
1,14,77,36.12373237,463027,7.173802227,308988.9413,none,Fintech,serial_founder,Failure
1,18,63,114.5177082,453748,33.75289316,283747.5274,tier1_vc,Ecommerce,serial_founder,Failure
2,22,34,57.20440107,93350,13.36050628,250763.9372,angel,Health,first_time,Failure
3,11,130,26.60001074,183589,20.62112388,391922.598,tier2_vc,Climate,serial_founder,Failure
0,20,151,56.98647995,598212,9.881343702,2171194.36,tier1_vc,AI,ex_bigtech,Failure
3,16,50,13.54115203,315642,11.05110585,1024864.082,tier2_vc,AI,academic,Failure
1,18,287,33.74640062,57205,33.91312499,52960.12243,tier1_vc,AI,first_time,Failure
2,15,247,74.63717746,369472,10.65066117,214888.9076,tier2_vc,SaaS,first_time,Failure
1,4,57,48.04599623,445326,33.85780089,2185857.938,tier2_vc,Fintech,first_time,Acquisition
1,2,42,12.25746023,304575,23.38062813,1114064.686,angel,Health,academic,Failure
3,23,246,418.0325076,245032,3.144023368,339025.6955,tier1_vc,AI,ex_bigtech,Failure
1,18,54,25.04133287,240396,11.27462307,942695.5617,tier2_vc,Ecommerce,first_time,Failure
2,9,128,6.797783662,304389,2.917762483,386126.9938,tier2_vc,Fintech,academic,Acquisition
1,14,178,39.53590646,262531,18.59440494,947693.1935,none,SaaS,serial_founder,Failure
2,9,218,4.083364809,295188,24.12869788,288547.1892,none,Health,serial_founder,Failure
2,10,223,15.73463074,316537,4.376936647,479234.9359,angel,Ecommerce,first_time,Acquisition
2,18,234,74.71191738,232889,11.90977049,149889.2453,tier2_vc,SaaS,serial_founder,Failure
2,19,76,2.308951554,368401,7.414221117,1240845.185,tier1_vc,Fintech,ex_bigtech,Acquisition
3,4,239,14.31118719,602325,6.825419268,566679.7566,angel,Ecommerce,academic,Failure
2,16,85,5.451562338,190459,10.98795093,415622.3448,tier1_vc,Fintech,serial_founder,Failure
1,20,87,63.50055949,13278,18.38174141,61283.91205,none,Ecommerce,first_time,Failure
2,19,57,15.10545125,386026,2.420614367,1053876.08,none,Fintech,ex_bigtech,Failure
3,24,120,8.118073735,289668,15.36122832,926346.8378,none,Crypto,first_time,Acquisition
1,23,123,27.53278069,214032,5.425749063,739170.4215,tier2_vc,Climate,ex_bigtech,Failure
1,17,153,18.22971575,314259,8.316389068,852954.9028,none,Climate,first_time,Acquisition
2,1,74,114.2941018,126606,2.977927216,105639.9038,none,SaaS,first_time,Failure
0,13,40,35.05123281,183297,11.69139993,736128.854,none,Fintech,serial_founder,Failure
1,23,152,43.23644596,316296,25.18979632,1567712.68,angel,Fintech,first_time,Failure
1,13,259,12.83892746,342962,19.58887383,650159.1572,tier1_vc,Health,first_time,Acquisition
0,4,66,3.726301867,131921,4.767238871,655638.5422,none,Health,first_time,Failure
0,1,78,23.95478766,392062,27.62543975,889070.8651,none,AI,serial_founder,Failure
2,16,298,176.4080873,412974,4.97630936,1393297.34,tier2_vc,Fintech,first_time,Acquisition
1,5,210,74.80044747,108503,14.4743068,135710.6912,tier1_vc,Crypto,ex_bigtech,Failure
4,24,179,13.12443862,303129,32.91175663,1358855.94,none,Ecommerce,first_time,Acquisition
1,1,271,21.85511606,105091,3.665326693,377811.2033,none,AI,academic,Failure
3,24,212,8.53289254,455862,32.0828297,536010.6635,tier2_vc,SaaS,serial_founder,Acquisition
3,14,4,51.10942063,350182,19.53818307,717293.4443,tier2_vc,Fintech,ex_bigtech,Acquisition
1,10,35,18.61302345,375766,36.09241276,1092835.729,angel,Fintech,academic,Failure
1,6,295,23.44473332,29256,6.984187935,70604.92517,tier2_vc,AI,first_time,Failure
3,2,226,6.203851096,108828,5.965372672,247936.2387,angel,Ecommerce,serial_founder,Acquisition
0,1,148,36.24150915,205298,55.74971188,904049.4466,angel,Ecommerce,first_time,Failure
0,20,86,20.67345283,237582,12.18350771,816374.351,tier2_vc,Fintech,first_time,Failure
1,11,89,148.3181929,496879,20.17287007,1089806.4,none,Ecommerce,academic,Acquisition
0,0,102,22.45404391,219786,10.56771664,1095189.499,tier2_vc,Crypto,academic,Failure
3,21,22,39.70088965,578279,5.221725467,2013019.045,tier2_vc,AI,ex_bigtech,Acquisition
2,20,163,0.894595622,170508,18.92566829,687531.0634,angel,Crypto,first_time,Failure
3,8,82,7.150966994,324946,7.027975472,1420281.258,angel,SaaS,ex_bigtech,Failure
3,9,72,15.28979611,119241,10.16654379,381606.2075,none,Ecommerce,first_time,Failure
3,5,239,11.24966794,223231,6.276901316,1020342.523,none,Health,first_time,Acquisition
1,22,260,15.01250697,386128,16.01491183,1381395.325,tier2_vc,Climate,ex_bigtech,Failure
3,9,216,8.600487014,296771,7.326600486,1238450.907,tier1_vc,AI,first_time,Acquisition
0,16,254,0.96170145,124083,10.76402157,128904.5945,tier1_vc,Health,ex_bigtech,Failure
3,16,117,9.19408487,200407,17.0002901,965409.0141,tier2_vc,Ecommerce,first_time,Failure
1,21,194,12.82497789,461829,11.40494984,1019059.467,tier2_vc,AI,academic,Failure
1,23,166,27.99061153,203999,77.74830737,925611.4395,angel,Fintech,first_time,Acquisition
3,19,270,12.00308498,27662,70.73606315,94080.46317,angel,Fintech,serial_founder,Acquisition
6,15,99,21.96554479,476004,6.206993766,630584.5232,tier1_vc,SaaS,first_time,Acquisition
3,19,177,4.976190479,313067,29.24208666,924605.9866,none,Fintech,first_time,Failure
1,7,156,27.20911396,398327,6.272083723,1783399.887,none,Crypto,academic,Acquisition
4,19,56,57.64600377,77262,15.38001264,109983.3971,tier2_vc,Crypto,serial_founder,Failure
2,6,208,48.44876361,395615,17.56753864,841907.5327,angel,SaaS,ex_bigtech,Failure
2,7,124,27.83623579,371259,62.96742388,1758457.141,none,AI,ex_bigtech,Acquisition
1,24,81,5.722922093,628832,44.53900736,762591.268,tier1_vc,Health,ex_bigtech,Acquisition
0,21,286,80.11667506,76940,6.265377284,353675.8687,none,Ecommerce,first_time,Failure
2,6,182,22.97281579,179304,7.803834812,270963.6326,tier1_vc,Climate,academic,Acquisition
1,6,57,56.67404118,324633,8.333919275,1277608.218,none,Health,academic,Failure
4,14,247,4.457547002,290295,8.733700161,1334537.606,tier1_vc,Fintech,academic,Acquisition
1,9,260,786.195789,43376,13.51157051,80128.08866,tier2_vc,Climate,ex_bigtech,Failure
0,18,218,126.8667217,420615,24.43504308,1409617.981,none,AI,first_time,Acquisition
3,5,76,14.49799347,685039,16.79461565,1280583.838,none,Fintech,first_time,Acquisition
3,5,105,18.01900358,77335,22.67687575,39177.14154,angel,Ecommerce,first_time,Acquisition
1,17,235,56.16616219,139003,13.05361452,141907.9389,tier2_vc,Crypto,academic,Acquisition
2,2,94,30.90300466,392255,4.78680892,813555.0036,none,Fintech,serial_founder,Failure
2,4,63,31.16906384,71457,8.061845041,313420.8621,tier2_vc,SaaS,ex_bigtech,Failure
5,0,296,18.1307828,513949,19.5736591,1517636.637,none,Fintech,ex_bigtech,Failure
4,3,66,7.734058906,144743,9.064403278,398796.7693,tier2_vc,Crypto,first_time,Failure
3,8,176,32.24244767,547710,9.799460059,2596874.898,tier1_vc,Climate,serial_founder,Acquisition
1,0,211,35.9077313,54150,7.643030053,254726.5612,none,Health,first_time,Failure
1,12,138,7.142426829,622594,8.859686808,2705417.463,none,Crypto,first_time,Acquisition
1,2,132,9.010044307,82331,15.30235609,277324.4448,none,Crypto,first_time,Failure
4,15,272,13.07623552,598319,3.624947665,446418.9573,tier2_vc,AI,first_time,Acquisition
1,22,268,16.96364247,527293,9.33299639,2394328.989,tier2_vc,Climate,first_time,Acquisition
2,12,6,19.07632437,556457,15.86475797,1942437.208,tier2_vc,Ecommerce,academic,Acquisition
6,17,14,46.43784198,529261,4.778930054,2112471.693,none,Fintech,serial_founder,IPO
4,16,40,33.8989699,411094,10.4520533,993497.8545,tier2_vc,Crypto,academic,Acquisition
4,0,196,244.0869629,315688,4.968162586,1463090.377,tier2_vc,Fintech,serial_founder,Acquisition
1,21,159,15.63620772,121482,5.660904167,136138.3423,angel,Crypto,ex_bigtech,Acquisition
1,1,230,322.3724438,222050,6.324352721,1041689.746,none,Crypto,academic,Failure
1,0,40,43.07486704,354937,47.39538495,755262.77,tier1_vc,AI,serial_founder,Failure
0,14,59,14.00373974,227116,31.24746634,288588.3697,angel,Climate,ex_bigtech,Failure
1,16,140,13.79117861,375164,23.22491508,1107895.957,none,Fintech,academic,Acquisition
5,4,46,4.360588296,240172,15.4810926,721301.2162,angel,Climate,ex_bigtech,Acquisition
0,5,14,52.81458142,166315,22.71153312,358282.5911,tier2_vc,Ecommerce,academic,Failure
0,2,202,18.87024049,272884,13.47375992,744370.7596,tier1_vc,Health,first_time,Failure
0,7,13,11.05677718,225796,51.78731522,1007514.86,none,SaaS,academic,Failure
2,9,279,103.6309928,230952,11.37085811,936038.1058,tier2_vc,AI,first_time,Acquisition
3,22,157,27.58000044,349572,6.8510652,1434672.895,tier2_vc,Crypto,ex_bigtech,Acquisition
4,17,155,9.885565955,68022,24.34596257,246973.8351,none,Ecommerce,first_time,Acquisition
1,13,33,18.85529357,219969,14.33485047,653665.0747,tier1_vc,Crypto,first_time,Failure
1,3,183,13.74364546,351526,9.315566337,787034.1895,angel,Fintech,first_time,Failure
1,3,33,32.35471025,334184,20.30037266,578976.9255,none,AI,serial_founder,Failure
0,8,88,8.863323143,143440,83.0081066,712157.6099,angel,Fintech,serial_founder,Failure
3,14,65,8.969441305,339027,12.25279819,1389813.914,none,Ecommerce,serial_founder,Acquisition
3,12,41,9.274827874,469763,1.778353524,1007595.693,tier2_vc,Crypto,first_time,Acquisition
1,21,237,71.81883301,283374,9.715259944,714845.2063,angel,AI,ex_bigtech,Acquisition
3,6,138,9.96069969,422745,21.70546406,1351442.217,angel,Climate,first_time,Acquisition
5,12,89,52.23690723,126037,19.61936767,90729.00448,angel,Climate,academic,Acquisition
2,22,39,23.61564703,563432,11.86697622,2512773.879,angel,Crypto,first_time,Acquisition
4,9,81,19.38925626,298570,14.40114426,1007377.056,none,Climate,first_time,Acquisition
0,24,223,35.92982621,352236,22.23261861,1180522.418,angel,SaaS,first_time,Acquisition
5,19,98,16.23070514,560185,29.01944145,518596.9305,tier2_vc,SaaS,academic,Acquisition
1,8,298,6.952752365,152174,9.462743188,649338.21,tier2_vc,Climate,serial_founder,Acquisition
0,9,164,57.32032148,440342,37.27719747,304961.0397,tier2_vc,Ecommerce,academic,Failure
3,10,5,62.82401399,700948,10.70320547,1185714.31,tier2_vc,Health,serial_founder,Acquisition
1,13,250,58.73366794,493212,27.76201415,1206001.017,angel,SaaS,academic,Failure
7,19,122,33.56100719,146658,11.34181837,661623.7523,angel,SaaS,serial_founder,Acquisition
3,14,236,41.29549747,406047,14.71068342,1255622.97,tier2_vc,Fintech,first_time,Acquisition
1,20,200,54.17707839,127945,6.118699532,163940.0388,tier2_vc,Ecommerce,serial_founder,Failure
1,19,116,45.66899274,251910,47.65075413,742530.8011,none,Health,serial_founder,Failure
1,5,44,31.4330229,54717,8.292100987,53624.22554,tier2_vc,Fintech,first_time,Failure
4,11,232,46.84543245,377570,5.745706241,1842981.289,none,Fintech,academic,Acquisition
2,9,270,178.4748744,126821,6.445251617,161280.816,tier2_vc,AI,first_time,Failure
1,6,186,21.55217136,121514,10.46235944,504627.326,tier2_vc,Crypto,academic,Failure
1,14,145,20.32375112,347504,21.88205358,1493428.054,angel,Crypto,academic,Failure
1,8,265,11.01828792,408528,13.23147584,1396730.034,tier1_vc,Ecommerce,ex_bigtech,Acquisition
4,2,256,13.4811004,541782,60.09787599,633485.1891,tier2_vc,Ecommerce,first_time,Failure
4,6,173,9.990455946,121927,62.47242131,396605.3347,tier2_vc,Fintech,first_time,Acquisition
2,0,58,135.7524337,538381,4.729256884,1105731.372,angel,Ecommerce,ex_bigtech,Failure
2,7,177,32.2820444,225622,3.885496844,1052858.196,none,Climate,first_time,Failure
1,24,165,53.40634942,306599,13.98090619,1427476.101,tier2_vc,Ecommerce,first_time,Acquisition
4,10,189,13.61357911,524066,9.313833967,950624.1858,angel,Crypto,serial_founder,Acquisition
0,20,91,19.22958503,403413,3.401154311,859099.9236,tier2_vc,Fintech,first_time,Acquisition
6,18,203,11.12668456,269989,14.3012751,422179.9028,tier1_vc,Ecommerce,academic,Acquisition
1,13,165,73.48752466,178633,38.9099661,560889.5067,angel,Ecommerce,ex_bigtech,Failure
1,12,78,28.68910961,351975,34.55517398,1330925.581,tier2_vc,Health,first_time,Failure
5,22,250,4.070895263,211139,21.48497099,280090.6508,tier1_vc,Fintech,serial_founder,Acquisition
3,21,95,50.97454156,84930,39.18806143,73126.15385,angel,Crypto,first_time,Failure
3,5,79,31.16332644,346895,15.55269178,1666008.2,none,Ecommerce,academic,Failure
1,21,280,23.33915675,323763,21.45679265,409602.0493,none,AI,first_time,Failure
0,11,192,36.74164046,64742,6.554115638,164825.34,angel,Health,serial_founder,Failure
0,8,257,11.23282166,292499,16.75036325,1060368.075,angel,AI,first_time,Failure
4,8,249,486.1638823,350660,4.827183908,1506947.864,tier2_vc,SaaS,serial_founder,Acquisition
2,20,231,13.643457,290807,6.234551197,444600.7712,tier2_vc,Fintech,first_time,Acquisition
2,11,296,52.80473379,199522,2.584850785,960028.5401,tier1_vc,Climate,ex_bigtech,Failure
2,23,235,30.1497368,124301,9.879202752,162655.6178,angel,SaaS,ex_bigtech,Failure
2,1,245,27.0509898,216645,11.43871997,1008155.572,none,SaaS,academic,Failure
4,1,262,32.72099442,116320,15.28732678,242131.4848,angel,Health,academic,Acquisition
0,2,99,42.63805699,332778,22.39628877,1448514.987,angel,SaaS,ex_bigtech,Failure
3,19,102,7.562163177,237855,10.40956611,886960.8037,angel,Crypto,ex_bigtech,Acquisition
2,18,42,44.29482901,195986,7.522025894,459550.1667,tier2_vc,Ecommerce,first_time,Failure
3,11,217,12.20180117,117346,20.60515529,316371.4517,angel,Climate,ex_bigtech,Failure
1,4,294,33.48648647,441342,30.19458217,806777.4786,tier2_vc,Health,first_time,Acquisition
2,4,35,51.01156078,522674,5.48829055,2236655.321,tier2_vc,Fintech,serial_founder,Failure
3,24,87,156.5236026,140704,5.16153516,323989.4653,tier2_vc,Climate,serial_founder,Acquisition
1,11,92,15.3444573,339783,5.456288437,1215517.717,tier2_vc,Fintech,ex_bigtech,Failure
1,12,289,4.844420847,714340,4.503960942,1325419.271,angel,Ecommerce,first_time,Acquisition
0,12,115,23.32326196,362345,8.715332274,1449064.651,tier2_vc,Ecommerce,ex_bigtech,Acquisition
3,23,164,80.28517484,315267,6.806740259,1220680.115,tier1_vc,Ecommerce,academic,IPO
0,21,57,53.50860035,442026,6.163422737,929923.0289,tier2_vc,Climate,ex_bigtech,Acquisition
1,9,240,5.614673781,440105,33.47420598,1201602.118,angel,Ecommerce,ex_bigtech,Acquisition
0,16,9,10.07813971,184938,9.9086146,576610.0413,tier2_vc,Ecommerce,first_time,Failure
2,20,123,7.572493953,414052,17.11303899,744445.0518,angel,Fintech,first_time,Acquisition
0,24,155,20.61140706,499019,10.35096019,2175371.532,tier2_vc,Fintech,ex_bigtech,IPO
2,9,23,163.1595156,488311,8.819023454,455838.3263,none,Ecommerce,ex_bigtech,Failure
2,14,157,7.160348365,461981,17.10775133,507383.0547,tier2_vc,Health,first_time,Acquisition
1,13,182,17.61757767,517208,13.36022423,1855999.446,none,Climate,serial_founder,Acquisition
3,9,3,102.2040937,612967,1.979898019,962150.904,tier2_vc,AI,first_time,Acquisition
4,10,2,13.93245546,350318,15.02090891,1568538.166,tier2_vc,Ecommerce,first_time,Acquisition
0,5,169,34.36431433,487486,7.974316606,1614678.691,none,Crypto,ex_bigtech,Failure
2,13,21,4.258716389,76998,10.53844176,316452.6221,tier1_vc,Ecommerce,first_time,Failure
3,18,166,16.20428001,175435,31.09975922,338680.668,tier1_vc,Ecommerce,first_time,Failure
2,4,179,24.39224123,177319,51.20510726,713086.0748,none,Climate,first_time,Failure
3,21,134,268.8437975,245572,34.54627687,737253.0949,angel,Ecommerce,first_time,Failure
2,8,261,31.8177059,331903,8.114892092,1213129.863,angel,Fintech,academic,Failure
1,14,258,8.344169563,291282,6.343606397,488713.7879,tier2_vc,AI,academic,Acquisition
0,12,117,7.870381475,107988,10.1390135,132362.1622,tier2_vc,Health,first_time,Failure
3,15,208,41.52796392,244743,24.55397234,985165.9276,none,SaaS,ex_bigtech,Acquisition
1,13,282,73.8170087,137559,5.122217291,344761.5864,tier2_vc,Ecommerce,serial_founder,Failure
1,23,190,27.24556886,307309,11.88523351,885571.6096,tier2_vc,Health,serial_founder,Failure
3,17,52,12.5252149,127563,2.992143827,563576.2759,none,Ecommerce,academic,Failure
0,5,111,31.18811127,130108,27.48949428,552145.3518,none,Crypto,academic,Failure
0,4,279,21.60670691,293739,9.838745152,556484.6631,tier2_vc,Ecommerce,serial_founder,Failure
4,6,252,16.88248167,128336,9.049119211,123547.7166,none,Climate,first_time,Failure
5,11,296,86.29915157,23613,13.36103849,48941.71247,tier2_vc,AI,first_time,Acquisition
